CEP,CIDADE,BAIRRO,ENDEREÇO,COMPLEMENTO
60741780,Fortaleza/CE,Serrinha,Vila Santo Aniceto,
60741790,Fortaleza/CE,Serrinha,Vila Tropicana,
60741800,Fortaleza/CE,Serrinha,Vila Valdemir,
60741820,Fortaleza/CE,Serrinha,Rua dos Donizetes,
60741830,Fortaleza/CE,Serrinha,Vila J. Lima,
60741900,Fortaleza/CE,Serrinha,Avenida Senador Carlos Jereissati 3000 , Aeroporto Internacional Pinto Martins
60741970,Fortaleza/CE,Serrinha,Avenida Senador Carlos Jereissati 3000 , AC Aeroporto Pinto Martins
60742040,Fortaleza/CE,Serrinha,Rua Ataliba Barroso,
60742050,Fortaleza/CE,Serrinha,Rua Coronel Justa,
60742060,Fortaleza/CE,Serrinha,Vila Talita,
60742102,Fortaleza/CE,Serrinha,Travessa Azevedo Montauri,
60742105,Fortaleza/CE,Serrinha,Rua Professora Heloísa Ferreira Lima - até 1928/1929,
60742110,Fortaleza/CE,Serrinha,Rua Freire Alemão,
60742114,Fortaleza/CE,Serrinha,Travessa Freire Alemão,
60742122,Fortaleza/CE,Serrinha,Travessa do Mangueiral,
60742125,Fortaleza/CE,Serrinha,Rua Estudante Jucá - até 699/700,
60742130,Fortaleza/CE,Serrinha,Travessa Estudante Juca,
60742132,Fortaleza/CE,Serrinha,Vila Aratuba,
60742140,Fortaleza/CE,Serrinha,Travessa Icaraína,
60742155,Fortaleza/CE,Serrinha,Rua Duarte Pimentel - até 398/399,
60742165,Fortaleza/CE,Serrinha,Rua Pupunha - até 298/299,
60742175,Fortaleza/CE,Serrinha,Rua Caramuru - até 298/299,
60742180,Fortaleza/CE,Serrinha,Travessa Caramuru,
60742230,Fortaleza/CE,Serrinha,Vila Arpege,
60742300,Fortaleza/CE,Serrinha,Rua Libânia,
60742310,Fortaleza/CE,Serrinha,Vila Luzilândia,
60742360,Fortaleza/CE,Serrinha,Rua Pio Edson,
60742380,Fortaleza/CE,Serrinha,Vila Turiuba,
60742675,Fortaleza/CE,Serrinha,Rua Afonso Lopes - até 428/429,
60742752,Fortaleza/CE,Serrinha,Vila Cachemira,
60742754,Fortaleza/CE,Serrinha,Rua Ageu dos Santos Félix,
60742755,Fortaleza/CE,Serrinha,Rua Paraguaçu - até 1808/1809,
60742758,Fortaleza/CE,Serrinha,Travessa Paraguaçu,
60742760,Fortaleza/CE,Serrinha,Travessa da Silva,
60742762,Fortaleza/CE,Serrinha,Rua Agenor Xavier,
60742764,Fortaleza/CE,Serrinha,Rua Um (Loteamento Atacadão),
60742765,Fortaleza/CE,Serrinha,Rua Quirino Lopes,
60742766,Fortaleza/CE,Serrinha,Rua Dois (Loteamento Atacadão),
60742768,Fortaleza/CE,Serrinha,Rua Três (Loteamento Atacadão),
60742770,Fortaleza/CE,Serrinha,Vila Catarina,
60742785,Fortaleza/CE,Serrinha,Rua Bruno Valente - até 968/969,
60742800,Fortaleza/CE,Serrinha,Rua Elizeu Castelo Branco,
60742815,Fortaleza/CE,Serrinha,Rua Antônio Teixeira Leite - até 1058/1059,
60742820,Fortaleza/CE,Serrinha,Travessa Onze Horas,
60742830,Fortaleza/CE,Serrinha,Vila Batista,
60743010,Fortaleza/CE,Itaperi,Rua 1 (Cj Veneza Tropical),
60743020,Fortaleza/CE,Itaperi,Rua 2 (Cj Veneza Tropical),
60743030,Fortaleza/CE,Itaperi,Rua 3 (Cj Veneza Tropical),
60743040,Fortaleza/CE,Itaperi,Rua 4 (Cj Veneza Tropical),
60743050,Fortaleza/CE,Itaperi,Rua 5 (Cj Veneza Tropical),
60743060,Fortaleza/CE,Itaperi,Rua 6 (Cj Veneza Tropical),
60743065,Fortaleza/CE,Itaperi,Via Paisagistica,
60743130,Fortaleza/CE,Itaperi,Avenida A (Cj Veneza Tropical),
60743140,Fortaleza/CE,Itaperi,Rua B (Cj Veneza Tropical),
60743150,Fortaleza/CE,Parque Dois Irmãos,Rua C (Cj Veneza Tropical),
60743155,Fortaleza/CE,Parque Dois Irmãos,Rua 7 (Cj Veneza Tropical),
60743160,Fortaleza/CE,Parque Dois Irmãos,Rua D (Cj Veneza Tropical),
60743165,Fortaleza/CE,Parque Dois Irmãos,Rua 8 (Cj Veneza Tropical),
60743170,Fortaleza/CE,Parque Dois Irmãos,Rua E (Cj Veneza Tropical),
60743175,Fortaleza/CE,Parque Dois Irmãos,Rua 9 (Cj Veneza Tropical),
60743180,Fortaleza/CE,Parque Dois Irmãos,Rua F (Cj Veneza Tropical),
60743185,Fortaleza/CE,Parque Dois Irmãos,Rua 10 (Cj Veneza Tropical),
60743190,Fortaleza/CE,Parque Dois Irmãos,Rua G (Cj Veneza Tropical),
60743195,Fortaleza/CE,Parque Dois Irmãos,Rua 11 (Cj Veneza Tropical),
60743205,Fortaleza/CE,Parque Dois Irmãos,Rua 12 (Cj Veneza Tropical),
60743210,Fortaleza/CE,Itaperi,Rua 1 (Cj Mirassol),
60743212,Fortaleza/CE,Parque Dois Irmãos,Rua Professora Heloísa Ferreira Lima - de 2430/2431 ao fim,
60743215,Fortaleza/CE,Parque Dois Irmãos,Rua A (Cj Jardim Primavera),
60743216,Fortaleza/CE,Parque Dois Irmãos,Travessa Baraúna,
60743218,Fortaleza/CE,Parque Dois Irmãos,Rua Afonso Lopes - de 511/512 ao fim,
60743220,Fortaleza/CE,Itaperi,Rua 2 (Cj Mirassol) - até 300/301,
60743222,Fortaleza/CE,Parque Dois Irmãos,Rua Vinte e Cinco de Março,
60743225,Fortaleza/CE,Parque Dois Irmãos,Rua B (Cj Jardim Primavera),
60743226,Fortaleza/CE,Parque Dois Irmãos,Rua José Lito de Oliveira,
60743228,Fortaleza/CE,Parque Dois Irmãos,Rua João de França,
60743230,Fortaleza/CE,Itaperi,Rua 3 (Cj Mirassol),
60743232,Fortaleza/CE,Parque Dois Irmãos,Travessa Quinze de Abril,
60743234,Fortaleza/CE,Parque Dois Irmãos,Travessa Três de Abril,
60743235,Fortaleza/CE,Parque Dois Irmãos,Rua C (Cj Jardim Primavera),
60743236,Fortaleza/CE,Parque Dois Irmãos,Travessa José Pedra,
60743238,Fortaleza/CE,Parque Dois Irmãos,Rua Major Telesforo,
60743240,Fortaleza/CE,Itaperi,Rua 4 (Cj Mirassol),
60743242,Fortaleza/CE,Parque Dois Irmãos,Vila Cacá,
60743244,Fortaleza/CE,Parque Dois Irmãos,Vila Penêdo,
60743245,Fortaleza/CE,Parque Dois Irmãos,Rua D (Cj Jardim Primavera),
60743246,Fortaleza/CE,Parque Dois Irmãos,Rua José Pedra - de 550/551 ao fim,
60743248,Fortaleza/CE,Parque Dois Irmãos,Travessa Acarape,
60743250,Fortaleza/CE,Itaperi,Rua 5 (Cj Mirassol),
60743251,Fortaleza/CE,Itaperi,Travessa 5 (Conjunto Mirassol),
60743252,Fortaleza/CE,Parque Dois Irmãos,Travessa Padre Cícero,
60743254,Fortaleza/CE,Parque Dois Irmãos,Rua Pardal,
60743255,Fortaleza/CE,Parque Dois Irmãos,Rua E (Cj Jardim Primavera),
60743258,Fortaleza/CE,Parque Dois Irmãos,Vila Brito,
60743260,Fortaleza/CE,Parque Dois Irmãos,Rua 6 (Cj Mirassol),
60743262,Fortaleza/CE,Parque Dois Irmãos,Rua A (Cj Jardim Itaperi),
60743264,Fortaleza/CE,Parque Dois Irmãos,Rua B (Cj Jardim Itaperi),
60743265,Fortaleza/CE,Parque Dois Irmãos,Rua F (Cj Jardim Primavera),
60743266,Fortaleza/CE,Parque Dois Irmãos,Vila Mariuza,
60743268,Fortaleza/CE,Parque Dois Irmãos,Rua Jacinto Botelho,
60743270,Fortaleza/CE,Parque Dois Irmãos,Rua 7 (Cj Mirassol),
60743272,Fortaleza/CE,Parque Dois Irmãos,Rua D (Cj Jardim Itaperi),
60743273,Fortaleza/CE,Parque Dois Irmãos,Rua 2 (Cj Mirassol) - de 302/303 ao fim,
60743274,Fortaleza/CE,Parque Dois Irmãos,Avenida Central (Cj Jardim Primavera),
60743275,Fortaleza/CE,Parque Dois Irmãos,Rua G (Cj Jardim Primavera),
60743276,Fortaleza/CE,Parque Dois Irmãos,Rua E (Cj Jardim Itaperi),
60743278,Fortaleza/CE,Parque Dois Irmãos,Rua F (Cj Jardim Itaperi),
60743280,Fortaleza/CE,Parque Dois Irmãos,Rua 8 (Cj Mirassol),
60743282,Fortaleza/CE,Parque Dois Irmãos,Rua Campo do Dragão,
60743284,Fortaleza/CE,Parque Dois Irmãos,Rua Dezessete de Setembro,
60743285,Fortaleza/CE,Parque Dois Irmãos,Rua H (Cj Jardim Primavera),
60743286,Fortaleza/CE,Parque Dois Irmãos,Rua Fonte Nova,
60743290,Fortaleza/CE,Parque Dois Irmãos,Rua 9 (Cj Mirassol),
60743300,Fortaleza/CE,Parque Dois Irmãos,Rua 10 (Cj Mirassol),
60743310,Fortaleza/CE,Parque Dois Irmãos,Rua 11 (Cj Mirassol),
60743315,Fortaleza/CE,Parque Dois Irmãos,Rua F (Conjunto Mirassol),
60743320,Fortaleza/CE,Parque Dois Irmãos,Rua G (Cj Mirassol),
60743330,Fortaleza/CE,Parque Dois Irmãos,Rua H (Cj Mirassol),
60743333,Fortaleza/CE,Parque Dois Irmãos,Travessa Oregon,
60743335,Fortaleza/CE,Parque Dois Irmãos,Travessa Beira Rio,
60743337,Fortaleza/CE,Parque Dois Irmãos,Travessa São Francisco,
60743338,Fortaleza/CE,Parque Dois Irmãos,Rua Pedro Aguiar - de 1000/1001 ao fim,
60743339,Fortaleza/CE,Parque Dois Irmãos,Travessa João Batista Saraiva,
60743340,Fortaleza/CE,Parque Dois Irmãos,Rua do Matadouro,
60743342,Fortaleza/CE,Parque Dois Irmãos,Rua Antônio Lino Pessoa,
60743345,Fortaleza/CE,Parque Dois Irmãos,Travessa Rita de Cássia,
60743347,Fortaleza/CE,Parque Dois Irmãos,Travessa Zumira,
60743349,Fortaleza/CE,Parque Dois Irmãos,Travessa José Rodrigues,
60743350,Fortaleza/CE,Parque Dois Irmãos,Rua Bom Pastor,
60743370,Fortaleza/CE,Parque Dois Irmãos,Bosque Orlando Sales,
60743374,Fortaleza/CE,Parque Dois Irmãos,Rua C (Cj Jardim Itaperi),
60743380,Fortaleza/CE,Parque Dois Irmãos,Rua Rosário do Sul,
60743390,Fortaleza/CE,Serrinha,Vila Santa Salustiana,
60743400,Fortaleza/CE,Serrinha,Rua Padre Andrade,
60743410,Fortaleza/CE,Serrinha,Rua Anita Garibaldi,
60743420,Fortaleza/CE,Serrinha,Travessa Anita Garibaldi,
60743430,Fortaleza/CE,Serrinha,Rua Licânia,
60743461,Fortaleza/CE,Serrinha,Vila Lopes,
60743465,Fortaleza/CE,Serrinha,Rua Girassol - até 529/530,
60743466,Fortaleza/CE,Serrinha,Vila Serra Azul,
60743470,Fortaleza/CE,Serrinha,Vila Jeanne,
60743482,Fortaleza/CE,Serrinha,Vila Cartel,
60743485,Fortaleza/CE,Serrinha,Rua Betesaida - até 509/510,
60743495,Fortaleza/CE,Serrinha,Vila Edirne,
60743500,Fortaleza/CE,Serrinha,Rua Rancho da Paz,
60743505,Fortaleza/CE,Serrinha,Travessa do Fim,
60743510,Fortaleza/CE,Serrinha,Rua do Fim,
60743540,Fortaleza/CE,Boa Vista,Rua Carlos Silva,
60743580,Fortaleza/CE,Boa Vista,Rua Hélio Gois,
60743670,Fortaleza/CE,Itaperi,Rua Professora Stella Cochrane,
60743675,Fortaleza/CE,Passaré,Rua 1 Lot Santiago de Compostela,
60743680,Fortaleza/CE,Passaré,Rua Desembargador Otacílio Peixoto,
60743685,Fortaleza/CE,Passaré,Rua 2 Lot Santiago de Compostela,
60743690,Fortaleza/CE,Passaré,Rua Itarema,
60743695,Fortaleza/CE,Passaré,Rua 3 Lot Santiago de Compostela,
60743700,Fortaleza/CE,Passaré,Rua Tenente Bezerra,
60743705,Fortaleza/CE,Passaré,Rua 4 Lot Santiago de Compostela,
60743710,Fortaleza/CE,Passaré,Rua Doutor Eduardo Dias,
60743715,Fortaleza/CE,Passaré,Rua 5 Lot Santiago de Compostela,
60743720,Fortaleza/CE,Passaré,Rua João Batista Rios,
60743725,Fortaleza/CE,Passaré,Rua 6 Lot Santiago de Compostela,
60743730,Fortaleza/CE,Passaré,Rua Desembargador Armando Louzada,
60743732,Fortaleza/CE,Passaré,Rua Antônio Alexandrino dos Reis,
60743735,Fortaleza/CE,Passaré,Rua 7 Lot Santiago de Compostela,
60743740,Fortaleza/CE,Passaré,Alameda Almofala,
60743745,Fortaleza/CE,Passaré,Rua 8 Lot Santiago de Compostela,
60743750,Fortaleza/CE,Passaré,Rua Professor Odílio Filho,
60743755,Fortaleza/CE,Passaré,Rua 9 Lot Santiago de Compostela,
60743760,Fortaleza/CE,Passaré,Avenida Heróis do Acre,
60743762,Fortaleza/CE,Passaré,Avenida Doutor Silas Munguba - de 4998 ao fim - lado par,
60743765,Fortaleza/CE,Passaré,Rua 10 Lot Santiago  de Composta,
60743770,Fortaleza/CE,Passaré,Avenida Prudente Brasil,
60743775,Fortaleza/CE,Passaré,Rua A (Lot Novo Passaré),
60743780,Fortaleza/CE,Passaré,Rua das Carnaúbas,
60743782,Fortaleza/CE,Passaré,Rua Central Vertical,
60743785,Fortaleza/CE,Passaré,Rua Mossoró,
60743787,Fortaleza/CE,Passaré,Passeio do Abaeté,
60743790,Fortaleza/CE,Passaré,Rua das Oiticicas,
60743794,Fortaleza/CE,Passaré,Passeio da Cerejeira,
60743795,Fortaleza/CE,Passaré,Rua B (Lot Novo Passaré),
60743796,Fortaleza/CE,Passaré,Passeio da Cajaty,
60743798,Fortaleza/CE,Passaré,Passeio do Buriti,
60743800,Fortaleza/CE,Passaré,Travessa das Oiticicas,
60743802,Fortaleza/CE,Passaré,Passeio do Ipê Rosa,
60743804,Fortaleza/CE,Passaré,Passeio dos Manacás,
60743805,Fortaleza/CE,Passaré,Rua C (Lot Novo Passaré),
60743810,Fortaleza/CE,Passaré,Travessa Angicos,
60743815,Fortaleza/CE,Passaré,Rua D (Lot Novo Passaré),
60743820,Fortaleza/CE,Passaré,Rua das Aroeiras,
60743825,Fortaleza/CE,Passaré,Rua E (Lot Novo Passaré),
60743830,Fortaleza/CE,Passaré,Rua dos Sabiás,
60743832,Fortaleza/CE,Passaré,Travessa Sargento Machado,
60743835,Fortaleza/CE,Passaré,Travessa Arimatéia Pimentel,
60743840,Fortaleza/CE,Passaré,Rua dos Jatobás,
60743842,Fortaleza/CE,Passaré,Rua F (Lot Novo Passaré),
60743845,Fortaleza/CE,Passaré,Rua G (Lot Novo Passaré),
60743847,Fortaleza/CE,Passaré,Rua L Lot Santiago de Compostela,
60743855,Fortaleza/CE,Passaré,Rua J (Lot Novo Passaré),
60743902,Fortaleza/CE,Passaré,Avenida Doutor Silas Munguba 5700 , Banco do Nordeste do Brasil S.A (BNB) Centro Administrativo
60744000,Fortaleza/CE,Passaré,Avenida Palestina,
60744010,Fortaleza/CE,Passaré,Rua Pau Ferro,
60744012,Fortaleza/CE,Passaré,Rua Joaquim Martins,
60744030,Fortaleza/CE,Passaré,Rua dos Mandacarus,
60744040,Fortaleza/CE,Passaré,Avenida dos Paroaras,
60744050,Fortaleza/CE,Passaré,Rua Coronel Chico Alves,
60744055,Fortaleza/CE,Passaré,Rua Recanto do Passaré,
60744060,Fortaleza/CE,Passaré,Travessa Pacata,
60744090,Fortaleza/CE,Passaré,Rua Lauro Rodrigues,
60744100,Fortaleza/CE,Passaré,Rua Cardeal Albino Luccianni,
60744130,Fortaleza/CE,Itaperi,Rua Pedestre (Cj Res Eldorado),
60744170,Fortaleza/CE,Itaperi,Rua 1 (Cj Res Eldorado),
60744180,Fortaleza/CE,Itaperi,Rua 2 (Cj Res Eldorado),
60744190,Fortaleza/CE,Itaperi,Rua 3 (Cj Res Eldorado),
60744200,Fortaleza/CE,Passaré,Rua Eulina Cochrane Nogueira,
60744210,Fortaleza/CE,Passaré,Rua Cochrane Santiago,
60744220,Fortaleza/CE,Passaré,Rua Padre Aluísio Tavares,
60744230,Fortaleza/CE,Passaré,Rua Francisco Ednardo Brigido Santiago,
60744240,Fortaleza/CE,Passaré,Rua João Batista de Araújo,
60744250,Fortaleza/CE,Passaré,Rua Ana Coelho Santiago,
60744260,Fortaleza/CE,Passaré,Rua Maria Araújo Cochrane,
60744265,Fortaleza/CE,Passaré,Rua Ricardo Brígido Santiago,
60744270,Fortaleza/CE,Passaré,Rua Guilherme Cochrane,
60744280,Fortaleza/CE,Passaré,Rua 1 (Cj Res Passaré),
60744285,Fortaleza/CE,Passaré,Rua A (Lot Planalto Sul),
60744290,Fortaleza/CE,Passaré,Rua 2 (Cj Res Passaré),
60744295,Fortaleza/CE,Passaré,Rua B (Lot Planalto Sul),
60744305,Fortaleza/CE,Passaré,Rua C (Lot Planalto Sul),
60744310,Fortaleza/CE,Passaré,Rua 3 (Cj Res Passaré),
60744315,Fortaleza/CE,Passaré,Rua Santa Rita das Causas Impossíveis,
60744320,Fortaleza/CE,Passaré,Rua 4 (Cj Res Passaré),
60744325,Fortaleza/CE,Passaré,Rua Shirley Girão,
60744330,Fortaleza/CE,Passaré,Rua 5 (Cj Res Passaré),
60744350,Fortaleza/CE,Passaré,Rua 1 (Lot Sumaré II),
60744360,Fortaleza/CE,Itaperi,Rua 2 (Lot Sumaré II),
60744370,Fortaleza/CE,Itaperi,Rua 3 (Lot Sumaré II),
60744371,Fortaleza/CE,Itaperi,Rua 4 (Lot Sumaré II),
60744380,Fortaleza/CE,Passaré,Rua 5 (Lot Sumaré II),
60744381,Fortaleza/CE,Passaré,Rua 6 (Lot Sumaré II),
60744390,Fortaleza/CE,Parque Dois Irmãos,Rua 101 (Cj Tupan Mirim),
60744400,Fortaleza/CE,Parque Dois Irmãos,Rua 102 (Cj Tupan Mirim),
60744410,Fortaleza/CE,Parque Dois Irmãos,Rua 103 (Cj Tupan Mirim),
60744420,Fortaleza/CE,Parque Dois Irmãos,Rua 104 (Cj Tupan Mirim),
60744430,Fortaleza/CE,Parque Dois Irmãos,Rua 105 (Cj Tupan Mirim),
60744440,Fortaleza/CE,Parque Dois Irmãos,Rua 106 (Cj Tupan Mirim),
60744450,Fortaleza/CE,Parque Dois Irmãos,Rua 107 (Cj Tupan Mirim),
60744460,Fortaleza/CE,Parque Dois Irmãos,Rua 108 (Cj Tupan Mirim),
60744470,Fortaleza/CE,Parque Dois Irmãos,Rua 109 (Cj Tupan Mirim),
60744480,Fortaleza/CE,Parque Dois Irmãos,Rua 110 (Cj Tupan Mirim),
60744490,Fortaleza/CE,Parque Dois Irmãos,Rua 111 (Cj Tupan Mirim),
60744510,Fortaleza/CE,Parque Dois Irmãos,Rua 112 (Cj Tupan Mirim),
60744520,Fortaleza/CE,Parque Dois Irmãos,Rua 113 (Cj Tupan Mirim),
60744530,Fortaleza/CE,Parque Dois Irmãos,Rua 114 (Cj Tupan Mirim),
60744540,Fortaleza/CE,Parque Dois Irmãos,Rua 115 (Cj Tupan Mirim),
60744550,Fortaleza/CE,Parque Dois Irmãos,Rua 116 (Cj Tupan Mirim),
60744560,Fortaleza/CE,Parque Dois Irmãos,Rua 117 (Cj Tupan Mirim),
60744570,Fortaleza/CE,Parque Dois Irmãos,Rua 118 (Cj Tupan Mirim),
60744580,Fortaleza/CE,Parque Dois Irmãos,Rua 119 (Cj Tupan Mirim),
60744590,Fortaleza/CE,Parque Dois Irmãos,Rua 120 (Cj Tupan Mirim),
60744600,Fortaleza/CE,Parque Dois Irmãos,Rua 122 (Cj Tupan Mirim),
60744610,Fortaleza/CE,Parque Dois Irmãos,Rua 124 (Cj Tupan Mirim),
60744620,Fortaleza/CE,Parque Dois Irmãos,Rua 126 (Cj Tupan Mirim),
60744630,Fortaleza/CE,Parque Dois Irmãos,Rua 128 (Cj Tupan Mirim),
60744640,Fortaleza/CE,Parque Dois Irmãos,Rua 130 (Cj Tupan Mirim),
60744650,Fortaleza/CE,Parque Dois Irmãos,Rua 132 (Cj Tupan Mirim),
60744660,Fortaleza/CE,Parque Dois Irmãos,Rua 134 (Cj Tupan Mirim),
60744670,Fortaleza/CE,Parque Dois Irmãos,Rua 136 (Cj Tupan Mirim),
60744750,Fortaleza/CE,Serrinha,Rua II (Cj Martins Soares Moreno),
60744760,Fortaleza/CE,Serrinha,Rua IV (Cj Martins Soares Moreno),
60744770,Fortaleza/CE,Serrinha,Rua V (Cj Martins Soares Moreno),
60744780,Fortaleza/CE,Serrinha,Rua XII (Cj Martins Soares Moreno),
60744790,Fortaleza/CE,Serrinha,Rua XIII (Cj Martins Soares Moreno),
60744800,Fortaleza/CE,Serrinha,Rua XIV (Cj Martins Soares Moreno),
60744810,Fortaleza/CE,Serrinha,Rua XV (Cj Martins Soares Moreno),
60744820,Fortaleza/CE,Serrinha,Rua I (Cj Oito de Setembro),
60744830,Fortaleza/CE,Serrinha,Rua II (Cj Oito de Setembro),
60744850,Fortaleza/CE,Serrinha,Rua IV (Cj Oito de Setembro),
60744860,Fortaleza/CE,Serrinha,Rua V (Cj Oito de Setembro),
60744861,Fortaleza/CE,Serrinha,Rua IX (Cj Oito de Setembro),
60744870,Fortaleza/CE,Serrinha,Rua VI (Cj Oito de Setembro),
60744880,Fortaleza/CE,Serrinha,Rua VII (Cj Oito de Setembro),
60744890,Fortaleza/CE,Serrinha,Rua VIII (Cj Oito de Setembro),
60745010,Fortaleza/CE,Passaré,Rua 1 (Cj Riacho Doce),
60745020,Fortaleza/CE,Passaré,Rua 2 (Cj Riacho Doce),
60745030,Fortaleza/CE,Passaré,Rua 3 (Cj Riacho Doce),
60745040,Fortaleza/CE,Passaré,Rua 4 (Cj Riacho Doce),
60745050,Fortaleza/CE,Passaré,Rua 5 (Cj Riacho Doce),
60745060,Fortaleza/CE,Passaré,Rua 6 (Cj Riacho Doce),
60745070,Fortaleza/CE,Passaré,Rua 7 (Cj Riacho Doce),
60745080,Fortaleza/CE,Passaré,Rua 8 (Cj Riacho Doce),
60745090,Fortaleza/CE,Passaré,Rua 9 (Cj Riacho Doce),
60745100,Fortaleza/CE,Passaré,Rua 10 (Cj Riacho Doce),
60745110,Fortaleza/CE,Passaré,Rua 11 (Cj Riacho Doce),
60745120,Fortaleza/CE,Passaré,Rua 12 (Cj Riacho Doce),
60745130,Fortaleza/CE,Passaré,Rua 13 (Cj Riacho Doce),
60745140,Fortaleza/CE,Passaré,Rua 14 (Cj Riacho Doce),
60745150,Fortaleza/CE,Passaré,Rua 15 (Cj Riacho Doce),
60745160,Fortaleza/CE,Passaré,Rua 16 (Cj Riacho Doce),
60745170,Fortaleza/CE,Passaré,Rua 17 (Cj Riacho Doce),
60745180,Fortaleza/CE,Passaré,Rua 18 (Cj Riacho Doce),
60745190,Fortaleza/CE,Passaré,Rua 19 (Cj Riacho Doce),
60745200,Fortaleza/CE,Passaré,Rua 20 (Cj Riacho Doce),
60745500,Fortaleza/CE,Parque Dois Irmãos,Avenida I (Lot dos Expedicionários I),
60745510,Fortaleza/CE,Parque Dois Irmãos,Avenida II (Lot dos Expedicionários I),
60745520,Fortaleza/CE,Parque Dois Irmãos,Rua A (Lot dos Expedicionários I),
60745530,Fortaleza/CE,Parque Dois Irmãos,Rua B (Lot dos Expedicionários I),
60745540,Fortaleza/CE,Parque Dois Irmãos,Rua C (Lot dos Expedicionários I),
60745550,Fortaleza/CE,Parque Dois Irmãos,Rua D (Lot dos Expedicioários I),
60745560,Fortaleza/CE,Parque Dois Irmãos,Rua E (Lot dos Expedicionários I),
60745570,Fortaleza/CE,Parque Dois Irmãos,Rua F (Lot dos Expedicionários I),
60745580,Fortaleza/CE,Parque Dois Irmãos,Rua G (Lot dos Expedicionários I),
60745590,Fortaleza/CE,Parque Dois Irmãos,Rua H (Lot dos Expedicionários I),
60745600,Fortaleza/CE,Parque Dois Irmãos,Rua I (Lot dos Expedicionários I),
60745610,Fortaleza/CE,Parque Dois Irmãos,Rua J (Lot dos Expedicionários I),
60745620,Fortaleza/CE,Parque Dois Irmãos,Rua L (Lot dos Expedicionários I),
60745630,Fortaleza/CE,Parque Dois Irmãos,Rua M (Lot dos Expedicionários I),
60745640,Fortaleza/CE,Parque Dois Irmãos,Rua N (Lot dos Expedicionários I),
60745650,Fortaleza/CE,Parque Dois Irmãos,Rua O (Lot dos Expedicionários I),
60745660,Fortaleza/CE,Parque Dois Irmãos,Rua P (Lot dos Expedicionários I),
60745670,Fortaleza/CE,Parque Dois Irmãos,Rua Q (Lot dos Expedicionários I),
60745680,Fortaleza/CE,Parque Dois Irmãos,Rua R (Lot dos Expedicionários I),
60745690,Fortaleza/CE,Parque Dois Irmãos,Rua K (Lot dos Expedicionários I),
60745695,Fortaleza/CE,Parque Dois Irmãos,Avenida Montenegro,
60745696,Fortaleza/CE,Parque Dois Irmãos,Rua Pinto Martins Júnior,
60745698,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 15 (Cj Rosalina),
60745700,Fortaleza/CE,Parque Dois Irmãos,Avenida Monte Sinai,
60745702,Fortaleza/CE,Parque Dois Irmãos,Rua SD-5 (Cj Rosalina),
60745705,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 1 (Cj Rosalina),
60745708,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 2 (Cj Rosalina),
60745710,Fortaleza/CE,Parque Dois Irmãos,Rua Primavera,
60745712,Fortaleza/CE,Parque Dois Irmãos,Rua SD-1 (Cj Rosalina),
60745714,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 3 (Cj Rosalina),
60745715,Fortaleza/CE,Parque Dois Irmãos,Rua Vitória,
60745716,Fortaleza/CE,Parque Dois Irmãos,Rua SD-2 (Cj Rosalina),
60745720,Fortaleza/CE,Parque Dois Irmãos,Rua Tomaz Coelho,
60745722,Fortaleza/CE,Parque Dois Irmãos,Rua SD-3 (Cj Rosalina),
60745725,Fortaleza/CE,Parque Dois Irmãos,Rua Sete de Julho,
60745726,Fortaleza/CE,Parque Dois Irmãos,Rua SD-4 (Cj Rosalina),
60745730,Fortaleza/CE,Parque Dois Irmãos,Rua Primeiro de Março,
60745732,Fortaleza/CE,Parque Dois Irmãos,Rua SD-7 (Cj Rosalina),
60745735,Fortaleza/CE,Parque Dois Irmãos,Rua Oito de Agosto,
60745736,Fortaleza/CE,Parque Dois Irmãos,Rua SD-6 (Cj Rosalina),
60745740,Fortaleza/CE,Parque Dois Irmãos,Rua Vinte e Três de Abril,
60745741,Fortaleza/CE,Parque Dois Irmãos,Travessa Rei Cristo,
60745742,Fortaleza/CE,Parque Dois Irmãos,Rua Henrique Dias,
60745743,Fortaleza/CE,Parque Dois Irmãos,Rua Raquel Nunes,
60745744,Fortaleza/CE,Parque Dois Irmãos,Rua Luciano de Queiroz,
60745745,Fortaleza/CE,Parque Dois Irmãos,Rua Airton Senna,
60745746,Fortaleza/CE,Parque Dois Irmãos,Rua Silva Rocha,
60745747,Fortaleza/CE,Parque Dois Irmãos,Travessa Rosalina,
60745748,Fortaleza/CE,Parque Dois Irmãos,Travessa das Rosas,
60745749,Fortaleza/CE,Parque Dois Irmãos,Travessa Amorim Paiva,
60745750,Fortaleza/CE,Parque Dois Irmãos,Rua Jânio Alves,
60745752,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 4 (Cj Rosalina),
60745755,Fortaleza/CE,Parque Dois Irmãos,Rua Onze de Dezembro,
60745756,Fortaleza/CE,Parque Dois Irmãos,Rua SD-8 (Cj Rosalina),
60745759,Fortaleza/CE,Parque Dois Irmãos,Rua SD-9 (Cj Rosalina),
60745760,Fortaleza/CE,Parque Dois Irmãos,Rua Cabral Soares,
60745762,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 16 (Cj Rosalina),
